chromosome_name	start_position	end_position	strand	ensembl_gene_id	external_gene_name
15	90231168	90231474	-1	ENSG00000241362	RPL36AP43
9	109878065	109878235	1	ENSG00000223615	RP11-196I18.2
8	145698795	145701718	-1	ENSG00000160973	FOXH1
9	109879110	109879838	1	ENSG00000225531	RP11-196I18.3
8	95577264	95577943	1	ENSG00000253175	RP11-267M23.6
15	90247896	90248646	1	ENSG00000259561	RP11-300G22.2
4	144792020	144826716	-1	ENSG00000197465	GYPE
4	165864442	165865089	1	ENSG00000121089	NACA3P
9	109879740	109883986	-1	ENSG00000226047	RP11-196I18.4
15	90257463	90257569	1	ENSG00000206590	RNU6-132P
8	95602343	95602487	1	ENSG00000254190	RP11-267M23.5
15	90295527	90296724	1	ENSG00000259441	MRPL15P1
7	1022835	1029276	1	ENSG00000073067	CYP2W1
X	89852234	89852339	-1	ENSG00000207515	RNU6-555P
8	95606639	95606829	1	ENSG00000254283	RP11-267M23.7
8	86134675	86157946	-1	ENSG00000258256	RP11-219B4.5
X	90562780	90563877	1	ENSG00000206062	RP13-212L9.1
15	90393869	90393953	-1	ENSG00000264966	MIR5094
X	48037167	48037459	-1	ENSG00000238032	RP11-38O23.7
8	95649513	95651695	-1	ENSG00000261437	RP11-22C11.2
4	165869231	165899980	1	ENSG00000236941	RP11-366M4.8
15	90419772	90420517	1	ENSG00000259677	RP11-493E3.1
8	95700456	95700838	1	ENSG00000241003	RP11-22C11.1
8	86158524	86162077	-1	ENSG00000257962	RP11-219B4.6
15	90427163	90427262	-1	ENSG00000264796	MIR5009
X	48056657	48058867	1	ENSG00000234780	RP11-552E4.2
4	100081671	100082802	-1	ENSG00000249065	PCNAP1
8	8093525	8102189	-1	ENSG00000253981	ALG1L13P
X	294698	347690	-1	ENSG00000167393	PPP2R3B
15	90429717	90429823	-1	ENSG00000212420	RNU6-1111P
8	95721180	95721472	-1	ENSG00000253429	KB-1090H4.2
15	64472547	64665980	-1	ENSG00000259316	CTD-2116N17.1
15	26788693	27184686	-1	ENSG00000166206	GABRB3
15	90440808	90440869	1	ENSG00000252645	RNU7-111P
X	48065693	48065809	1	ENSG00000252856	RNA5SP503
9	109931850	109933429	-1	ENSG00000226535	RP11-417L14.1
8	95725943	95726040	-1	ENSG00000199701	Y_RNA
15	90479724	90480237	1	ENSG00000259273	RP11-493E3.2
8	29384829	29387840	1	ENSG00000253632	RP11-486M23.1
X	48072226	48077445	1	ENSG00000204368	RP11-552E4.3
8	95803871	95805334	-1	ENSG00000254307	KB-1608C10.2
4	100390755	100419855	-1	ENSG00000250300	RP11-696N14.3
8	29405688	29421858	1	ENSG00000253182	RP11-486M23.2
15	90549987	90550073	1	ENSG00000265871	MIR3174
8	29489607	29490160	1	ENSG00000243844	RPL17P33
X	147028461	147029103	1	ENSG00000236337	FMR1-IT1
15	90617747	90625439	-1	ENSG00000259291	RP11-617F23.1
9	110182565	110193083	-1	ENSG00000226825	RP11-363D24.1
4	100515956	100547070	-1	ENSG00000248676	RP11-766F14.1
15	90645881	90676674	1	ENSG00000259685	CTD-2315E11.1
8	52908770	52920915	-1	ENSG00000254136	RP11-546K22.2
X	90669877	90689998	-1	ENSG00000234161	PABPC5-AS1
8	29531438	29605625	-1	ENSG00000251191	LINC00589
15	90673649	90673945	1	ENSG00000263714	RN7SL755P
15	51348795	51397473	-1	ENSG00000183578	TNFAIP8L3
X	147089620	147089735	-1	ENSG00000201285	5S_rRNA
X	90677308	90677537	1	ENSG00000236413	RP13-24G8.2
15	90709465	90709756	1	ENSG00000240470	RN7SL346P
X	48830134	48858675	-1	ENSG00000068400	GRIPAP1
X	147133753	147134266	1	ENSG00000219507	FTH1P8
X	90815435	90816596	-1	ENSG00000230275	SERBP1P4
18	47349183	47721463	-1	ENSG00000167306	MYO5B
4	100871163	101116256	1	ENSG00000245322	RP11-15B17.1
22	24615622	24641110	-1	ENSG00000099998	GGT5
8	53063380	53067452	1	ENSG00000254314	RP11-26M5.3
X	91053092	91053282	1	ENSG00000222440	RNU2-26P
8	29605825	29656008	1	ENSG00000253490	AC145110.1
X	91237654	91238504	-1	ENSG00000234702	VDAC1P3
8	53106922	53112140	1	ENSG00000253551	RP11-26M5.2
8	8272200	8282142	-1	ENSG00000253505	CTA-398F10.1
X	147279534	147280398	-1	ENSG00000233467	U40455.1
4	100911894	100912634	-1	ENSG00000250403	RP11-15B17.2
9	110195821	110195890	-1	ENSG00000263459	AL359552.1
HSCHR6_MHC_QBL	33168626	33173129	1	ENSG00000096150	RPS18
X	119335910	119336597	-1	ENSG00000227541	RP3-525N14.2
9	110220319	110220587	-1	ENSG00000213558	HMGN2P32
X	91368245	91369460	-1	ENSG00000229132	EIF4A1P10
4	100962998	100963261	-1	ENSG00000248820	RP11-15B17.3
8	53207015	53214502	1	ENSG00000253924	RP11-1023P17.2
X	147546228	147546948	1	ENSG00000176970	RPL7L1P11
8	8314419	8318847	-1	ENSG00000254153	CTA-398F10.2
X	119344309	119346528	-1	ENSG00000237757	EEF1A1P30
4	101051102	101051192	-1	ENSG00000222196	AC121157.1
4	153857504	153900848	1	ENSG00000137460	FHDC1
8	53225714	53226060	-1	ENSG00000240534	RPL34P17
15	64657193	64679886	-1	ENSG00000166803	KIAA0101
4	101111190	101136662	1	ENSG00000249710	RP11-588P8.1
X	147579633	147582135	-1	ENSG00000237741	AC002368.4
9	110237317	110237420	-1	ENSG00000199905	RNU6-492P
21	33031935	33041244	1	ENSG00000142168	SOD1
4	101581436	101596270	-1	ENSG00000250223	EMCN-IT3
8	53635463	53635701	1	ENSG00000271555	CTD-3214K23.1
HSCHR1_3_CTG31	198619288	198737899	1	ENSG00000262418	PTPRC
X	147628399	147628918	1	ENSG00000223516	AFF2-IT1
4	101699739	101712392	-1	ENSG00000251219	EMCN-IT2
7	1036622	1177896	-1	ENSG00000146540	C7orf50
8	53887671	53888676	-1	ENSG00000248911	RP11-182E14.1
4	101733412	101735437	-1	ENSG00000251636	EMCN-IT1
4	102251459	102251571	-1	ENSG00000221265	MIR1255A
X	147903688	147903972	-1	ENSG00000222313	RN7SKP267
9	110296671	110297443	1	ENSG00000236005	RP11-438P9.1
X	148138246	148138696	1	ENSG00000242186	AC002523.1
9	4792869	4885917	1	ENSG00000120158	RCL1
4	102645033	102645137	1	ENSG00000199529	RNU6-462P
8	53907922	53907993	-1	ENSG00000265835	AC009800.1
4	102893580	102893955	1	ENSG00000251149	MTND5P5
8	53950189	53950309	-1	ENSG00000251871	AC016113.1
X	148393763	148393845	1	ENSG00000264702	AC231656.1
8	95896837	95897298	1	ENSG00000272509	RP11-347C18.5
8	54074899	54075547	1	ENSG00000250494	RP11-162D9.1
4	102898051	102958060	-1	ENSG00000251309	RP11-498M5.2
8	95903467	95904335	1	ENSG00000243979	RP11-347C18.1
X	148412432	148412492	1	ENSG00000251797	RNU7-98P
4	103269551	103269848	-1	ENSG00000241144	RN7SL728P
15	91541646	91565833	-1	ENSG00000184056	VPS33B
X	148593039	148607803	-1	ENSG00000238039	AF011889.2
HSCHR6_MHC_SSTO	31626842	31631270	1	ENSG00000239497	LY6G5B
8	95918245	95918347	-1	ENSG00000238791	snoU13
8	54090131	54155243	1	ENSG00000254687	RP11-162D9.3
4	103339759	103371167	-1	ENSG00000248161	RP11-499E18.1
8	95962265	95963624	1	ENSG00000253878	RP11-347C18.3
8	145703352	145727504	1	ENSG00000160972	PPP1R16A
X	148606540	148607582	1	ENSG00000176289	IDSP1
9	110305432	110305897	-1	ENSG00000227350	RP11-438P9.2
8	95986801	95987081	-1	ENSG00000253528	RP11-347C18.4
HSCHR1_3_CTG31	198578341	198579485	-1	ENSG00000262375	RP11-553K8.2
4	141178440	141306880	1	ENSG00000153130	SCOC
4	165889739	165891154	-1	ENSG00000248632	RP11-366M4.11
8	96067442	96067548	1	ENSG00000200525	RNU6-1209P
9	110425421	110425527	-1	ENSG00000202308	RNU6-996P
HSCHR1_3_CTG31	198638169	198647677	-1	ENSG00000262237	RP11-553K8.5
8	54301261	54303432	-1	ENSG00000260484	RP11-1081M5.2
X	585079	620146	1	ENSG00000185960	SHOX
9	110560025	110560128	-1	ENSG00000222558	RNU6-1064P
4	103382407	103383309	1	ENSG00000251572	AF213884.1
4	165908417	165908939	1	ENSG00000248229	RP11-366M4.12
8	96079036	96085410	-1	ENSG00000245080	MIR3150A
21	44153704	44161868	-1	ENSG00000225731	AP001627.1
HSCHR1_3_CTG31	198659750	198660649	-1	ENSG00000262210	PEBP1P3
8	54307771	54308506	-1	ENSG00000253369	RP11-1081M5.1
20	60813580	60871268	1	ENSG00000130703	OSBPL2
4	103421998	103422476	-1	ENSG00000260651	AF213884.2
21	44201184	44202343	-1	ENSG00000233754	AP001628.7
8	54427730	54428465	1	ENSG00000254204	RP11-400K9.3
4	165928238	165929111	-1	ENSG00000250887	RP11-366M4.13
8	146218300	146220223	1	ENSG00000255164	RP5-1047A19.4
4	103487032	103487124	-1	ENSG00000238553	AF213884.3
21	44251150	44256587	-1	ENSG00000225218	AP001628.6
4	165931611	165933003	1	ENSG00000250712	RP11-366M4.14
4	103583768	103584230	1	ENSG00000241981	AF224669.3
9	110573900	110574195	-1	ENSG00000244104	RN7SL659P
8	146220272	146220926	1	ENSG00000254618	TMED10P1
GL000191.1	29663	33264	1	ENSG00000215700	PNRC2
21	44336913	44345756	-1	ENSG00000233056	ERVH48-1
4	103648431	103651878	-1	ENSG00000230069	LRRC37A15P
3	39371197	39375171	1	ENSG00000179934	CCR8
4	165933518	165933997	-1	ENSG00000240674	RP11-366M4.1
13	23902965	24007841	-1	ENSG00000151835	SACS
8	146228197	146231432	1	ENSG00000255559	ZNF252P-AS1
14	64063757	64108579	-1	ENSG00000140006	WDR89
4	165947413	165948096	-1	ENSG00000250430	RP11-366M4.15
9	110596790	110597110	-1	ENSG00000231293	RPL36AP6
4	103649903	103651328	-1	ENSG00000248971	KRT8P46
7	1084212	1098897	1	ENSG00000164849	GPR146
8	146230947	146231292	-1	ENSG00000255530	RP5-1047A19.6
21	44371038	44371124	-1	ENSG00000264580	MIR5692B
4	165967121	165967432	1	ENSG00000249617	RP11-366M4.17
4	144917257	145061844	-1	ENSG00000250361	GYPB
21	44384749	44385473	-1	ENSG00000224100	AP001630.5
HSCHR6_MHC_SSTO	31634408	31641761	-1	ENSG00000111971	LY6G5C
4	103655515	103655772	1	ENSG00000224207	RP11-10L12.1
8	146273246	146274275	1	ENSG00000255000	AC139103.1
4	165980300	165981706	1	ENSG00000250374	RP11-219C20.1
21	44535444	44535819	-1	ENSG00000232777	MRPL51P2
20	57226328	57254582	1	ENSG00000124222	STX16
4	165991760	165992156	-1	ENSG00000273097	RP11-219C20.3
4	166173732	166173813	1	ENSG00000200974	RNU4-87P
X	148609130	148622504	-1	ENSG00000241769	LINC00893
4	103672558	103673798	1	ENSG00000251288	RP11-10L12.2
14	64150932	64194757	-1	ENSG00000126821	SGPP1
4	166198944	166201175	-1	ENSG00000229894	GK3P
X	1314890	1331616	-1	ENSG00000205755	CRLF2
9	110616064	110616539	-1	ENSG00000233727	RP11-380I20.2
GL000191.1	36277	50281	-1	ENSG00000215699	SRSF10
4	166307394	166307489	1	ENSG00000207559	MIR578
9	110681147	110681259	-1	ENSG00000222459	RNA5SP293
4	103749212	103765232	1	ENSG00000246560	RP11-10L12.4
3	39424839	39438842	1	ENSG00000144659	SLC25A38
9	110725984	110726326	-1	ENSG00000236783	RPS15AP27
4	166325219	166327502	-1	ENSG00000251596	HADHAP1
X	91714669	91715951	1	ENSG00000215089	KRT18P11
4	103758204	103758256	-1	ENSG00000252739	RNU7-151P
4	166438407	166438653	-1	ENSG00000248287	SCGB1D5P
4	103780550	103780653	-1	ENSG00000238948	snoU13
4	166468684	166472212	-1	ENSG00000248327	RP11-443J23.1
8	8413248	8418475	-1	ENSG00000253343	CTD-3023L14.3
4	103817882	103819394	1	ENSG00000250651	PABPC1P7
4	154073494	154260472	1	ENSG00000109654	TRIM2
20	3229951	3388272	-1	ENSG00000088854	C20orf194
8	8417404	8419634	1	ENSG00000253774	CTD-3023L14.1
X	91715451	91715544	1	ENSG00000211526	AL121869.1
9	110802494	110802873	1	ENSG00000213557	RP11-240E2.2
4	103883113	103884484	1	ENSG00000249283	ACTR3BP4
8	8418901	8427198	1	ENSG00000253130	CTD-3023L14.2
HSCHR6_MHC_QBL	33173759	33175444	1	ENSG00000206285	B3GALT4
9	4859120	4859260	-1	ENSG00000269305	AL158147.2
X	91770322	91770496	-1	ENSG00000230543	SNX3P1X
X	91931518	91931953	-1	ENSG00000225912	RP13-258O15.1
3	10857885	10982419	1	ENSG00000132164	SLC6A11
4	104177316	104374815	1	ENSG00000248740	RP11-328K4.1
8	54427731	54436491	-1	ENSG00000237807	RP11-400K9.4
4	166585502	166586823	1	ENSG00000250725	RP11-511B7.1
9	110859712	110860131	-1	ENSG00000237360	CHCHD4P2
8	54445468	54446264	1	ENSG00000240919	RP11-400K9.1
8	8439864	8440165	-1	ENSG00000263616	RN7SL178P
4	166605791	166683930	1	ENSG00000249500	RP11-340B18.1
8	8490974	8491058	1	ENSG00000264445	AC087269.2
X	92297489	92297941	1	ENSG00000237873	RP11-156J23.1
8	54449620	54452860	1	ENSG00000206144	RP11-400K9.2
4	104469902	104545691	1	ENSG00000251577	RP11-297P16.3
8	8559666	8561616	1	ENSG00000176305	AC087269.1
8	54625257	54625456	1	ENSG00000253668	RP11-463C14.1
4	159045626	159094470	-1	ENSG00000164125	FAM198B
8	54788710	54789209	-1	ENSG00000272457	RP11-1070A24.2
X	92477219	92480014	-1	ENSG00000234130	RP13-88F20.1
9	111014434	111017100	-1	ENSG00000230030	RP11-505C13.1
18	20714528	20840431	1	ENSG00000134508	CABLES1
HSCHR6_MHC_QBL	31855958	31903846	1	ENSG00000206372	C2
8	54799568	54799804	-1	ENSG00000244159	RP11-1070A24.1
9	111121132	111121209	-1	ENSG00000222512	AL137019.1
8	54827279	54827384	1	ENSG00000200528	RNU6-1331P
4	104472084	104480284	-1	ENSG00000250920	RP11-297P16.4
9	111389113	111389430	1	ENSG00000169253	RP11-220D10.1
8	54883791	54886770	1	ENSG00000253667	RP11-30L15.4
8	8581203	8639989	-1	ENSG00000254367	RP11-211C9.1
4	104493246	104495239	1	ENSG00000251571	DDX3YP3
8	54955549	54958189	-1	ENSG00000260955	RP11-30L15.6
X	48088268	48088394	-1	ENSG00000231568	RP11-552E4.4
8	29672520	29712059	-1	ENSG00000248964	RP11-94H18.1
3	39448180	39454033	1	ENSG00000168028	RPSA
X	92542732	92543758	-1	ENSG00000234322	ST13P18
8	54985674	54986126	1	ENSG00000254274	TDGF1P5
X	48104329	48105180	1	ENSG00000229662	RP11-552E4.5
4	104845697	104845798	1	ENSG00000252460	RNU6-635P
21	33043346	33104388	-1	ENSG00000156304	SCAF4
8	55065367	55065442	-1	ENSG00000251835	RNU6ATAC32P
8	11188397	11189717	1	ENSG00000177710	SLC35G5
4	104882773	104958080	1	ENSG00000249614	RP11-703G6.1
8	8753323	8753428	1	ENSG00000200713	RNU6-682P
8	55104142	55104595	-1	ENSG00000270980	RP11-626A5.2
8	96083960	96100152	-1	ENSG00000254248	RP11-320N21.2
X	119406982	119407381	1	ENSG00000232042	RP11-45J1.1
9	111463650	111465372	-1	ENSG00000231678	RP11-339N8.1
X	92643074	92644496	-1	ENSG00000237381	RP3-455H14.1
4	105151537	105332192	1	ENSG00000251170	RP11-729M20.1
8	55160193	55160466	1	ENSG00000253840	RP11-767C6.1
X	119678170	119678273	1	ENSG00000272179	snoU13
9	111583977	111584284	1	ENSG00000231810	RPL36AP35
HG996_PATCH	132680924	132910380	-1	ENSG00000259919	GALNT9
X	119866948	119867250	1	ENSG00000181511	RP4-655L22.4
22	20383524	20427835	-1	ENSG00000215513	PI4KAP1
13	24144509	24250232	1	ENSG00000127863	TNFRSF19
8	8791231	8791516	-1	ENSG00000270966	RP11-62H7.3
8	96216684	96822364	1	ENSG00000253773	KB-1047C11.2
9	111598613	111598877	1	ENSG00000213556	RP11-3J11.1
4	105199264	105199348	-1	ENSG00000215999	AC004052.1
8	29722160	29729177	1	ENSG00000254086	RP11-94H18.2
4	105412033	105412111	1	ENSG00000272082	AC093628.1
8	8818710	8836535	1	ENSG00000233609	RP11-62H7.2
X	120002465	120003661	-1	ENSG00000237828	PA2G4P1
4	105412122	105618749	1	ENSG00000245384	AC004053.1
9	111754689	111754849	-1	ENSG00000201227	RNA5-8SP3
8	96219235	96228602	-1	ENSG00000253351	KB-1047C11.1
4	123372625	123377880	-1	ENSG00000109471	IL2
8	11225911	11296167	1	ENSG00000184608	C8orf12
8	29763251	29766472	1	ENSG00000253604	RP11-489E7.1
15	90749804	90750199	1	ENSG00000225193	RPS12P26
8	96416030	96416122	1	ENSG00000253945	RP11-328L11.1
X	92828833	92829578	1	ENSG00000228301	RPL7P55
X	120010406	120010659	1	ENSG00000271346	RP1-321E8.4
X	71549366	71792953	-1	ENSG00000147099	HDAC8
15	90788645	90789043	1	ENSG00000259894	RP11-697E2.4
4	105478117	105490034	1	ENSG00000250670	AC004063.1
8	96517634	96539752	1	ENSG00000253872	RP11-90D11.1
X	93031910	93032383	-1	ENSG00000270826	RP1-60G11.1
8	29779029	29811240	1	ENSG00000253279	FAM183CP
4	105575031	105887950	-1	ENSG00000248242	RP11-556I14.2
22	24666786	24813708	1	ENSG00000100014	SPECC1L
X	93258814	93258921	-1	ENSG00000212495	RNU6-332P
8	96611342	96611447	1	ENSG00000202112	RNU6-690P
8	8819085	8819218	1	ENSG00000207244	SNORA70
15	90818266	90820841	1	ENSG00000228998	RP11-697E2.7
8	96691066	96691143	-1	ENSG00000223297	AC116154.1
4	105807275	105808112	-1	ENSG00000244470	RP11-395M19.1
X	93433004	93433105	1	ENSG00000202410	Y_RNA
9	111804666	111804767	-1	ENSG00000199331	Y_RNA
9	128509624	128729656	1	ENSG00000167081	PBX3
8	96960009	96960461	-1	ENSG00000254079	RP11-31K23.1
8	8905955	8906028	1	ENSG00000263407	MIR4660
HG996_PATCH	132856422	132859360	1	ENSG00000261091	RP13-895J2.2
X	120066755	120067006	1	ENSG00000270678	RP6-166C19.21
HSCHR6_MHC_QBL	33175727	33186150	-1	ENSG00000206284	WDR46
15	90825080	90825263	-1	ENSG00000270322	RP11-697E2.10
8	96998336	97005331	-1	ENSG00000248762	RP11-31K23.2
9	111808509	111808578	-1	ENSG00000207698	MIR32
X	93574037	93575024	1	ENSG00000227521	RP13-213K19.1
X	120071616	120071869	1	ENSG00000270493	RP6-166C19.22
4	105828514	106041157	1	ENSG00000248373	RP11-556I14.1
15	90827608	90828812	-1	ENSG00000271396	RP11-697E2.9
7	36118694	36125346	1	ENSG00000205745	PP13004
8	29786121	29786205	1	ENSG00000221003	AC131254.1
8	97080957	97081909	-1	ENSG00000183663	RP11-44N17.1
8	8916049	8916140	-1	ENSG00000252543	U3
8	29814788	29814864	-1	ENSG00000264788	MIR3148
15	90835194	90838915	1	ENSG00000214433	AC091167.3
15	64220473	64228152	1	ENSG00000259351	RP11-111E14.1
8	8929965	8930026	-1	ENSG00000239078	RNU7-55P
HG996_PATCH	132858380	132859892	1	ENSG00000260901	RP13-895J2.3
X	120076477	120076729	1	ENSG00000271154	RP6-166C19.23
4	105895819	105895928	1	ENSG00000251906	RNU6-351P
8	97139195	97140029	-1	ENSG00000271349	RP11-44N17.2
21	44547630	44547729	1	ENSG00000264009	AP001631.1
X	93891662	93894569	-1	ENSG00000232293	PAICSP7
4	106024048	106025161	-1	ENSG00000251473	AC004069.1
15	64403657	64403768	-1	ENSG00000201071	Y_RNA
8	29885229	29886416	1	ENSG00000254013	MAP2K1P1
8	97152800	97153172	-1	ENSG00000270131	KB-1043D8.8
21	44560633	44561202	-1	ENSG00000236663	AP001631.9
15	64634738	64634897	1	ENSG00000252774	SNORA48
15	90837183	90837455	1	ENSG00000242620	RN7SL736P
20	44563267	44576662	1	ENSG00000100982	PCIF1
X	120081337	120081589	1	ENSG00000271041	RP6-166C19.18
15	64692409	64692671	-1	ENSG00000264600	RN7SL595P
4	106027144	106027251	1	ENSG00000252136	SNORA31
8	97247655	97250262	1	ENSG00000254224	KB-1043D8.6
9	111958481	111958589	-1	ENSG00000200106	RNU6-984P
8	8998934	9002945	1	ENSG00000254340	RP11-10A14.3
15	64713401	64713698	-1	ENSG00000265067	RN7SL707P
15	90838273	90838355	1	ENSG00000221309	AC091167.1
8	29901317	29901424	-1	ENSG00000239175	RNU6-1218P
21	44742297	44751919	-1	ENSG00000237864	LINC00322
4	106058437	106061776	-1	ENSG00000251259	AC004069.2
9	112028557	112028655	1	ENSG00000265647	AL358815.1
X	48134339	48134482	-1	ENSG00000232813	RP11-344N17.2
15	64737329	64737442	-1	ENSG00000206781	Y_RNA
8	97321449	97321550	-1	ENSG00000199732	Y_RNA
8	29940274	29940983	1	ENSG00000272256	RP11-489E7.4
9	112062466	112063452	1	ENSG00000237124	MTND2P11
8	11278972	11332224	-1	ENSG00000154319	FAM167A
15	90929046	90929295	1	ENSG00000259262	NDUFA3P4
15	51500254	51630807	-1	ENSG00000137869	CYP19A1
8	86239837	86291243	-1	ENSG00000133742	CA1
15	64762452	64763563	1	ENSG00000259682	RP11-702L15.4
21	44778027	44782229	-1	ENSG00000237989	AP001046.5
X	94031738	94032566	-1	ENSG00000231001	CCNB1IP1P3
4	106092511	106099220	-1	ENSG00000251586	TET2-AS1
X	120086198	120086449	1	ENSG00000270397	RP6-166C19.16
8	97384093	97399666	-1	ENSG00000253105	KB-1448A5.1
9	112086965	112087076	1	ENSG00000207329	Y_RNA
X	48136139	48137013	-1	ENSG00000241207	RP11-344N17.3
7	1121844	1133451	1	ENSG00000164850	GPER1
15	64820866	64821870	-1	ENSG00000248415	GAPDHP61
9	112273755	112273825	-1	ENSG00000263861	MIR3927
8	9037761	9040029	-1	ENSG00000253252	RP11-10A14.6
15	90936722	90941113	-1	ENSG00000259177	RP11-154B12.3
8	29974900	29975295	-1	ENSG00000241511	RPS15AP24
4	148402069	148466106	1	ENSG00000151617	EDNRA
21	44783212	44786446	1	ENSG00000225637	AP001046.6
X	120091081	120091333	1	ENSG00000271502	RP6-166C19.17
X	94148500	94148592	1	ENSG00000221665	AL591708.1
15	64885178	64885525	1	ENSG00000243403	RP11-330L19.1
15	91139072	91139679	-1	ENSG00000259212	CTD-3065B20.2
8	97443282	97443388	-1	ENSG00000202095	RNU6-1172P
9	4985033	5128183	1	ENSG00000096968	JAK2
8	30013346	30013748	-1	ENSG00000271869	RP11-51J9.5
15	64923308	64924113	-1	ENSG00000239465	RP11-330L19.2
8	98145063	98145607	-1	ENSG00000272249	KB-1958F4.2
15	91147457	91157790	-1	ENSG00000259314	CTD-3065B20.3
X	48138858	48141227	1	ENSG00000237345	RP11-344N17.11
21	44866481	44873773	1	ENSG00000188660	LINC00319
7	36192758	36341152	1	ENSG00000122547	EEPD1
8	9046521	9060364	1	ENSG00000248538	RP11-10A14.5
X	120095941	120096193	1	ENSG00000271211	RP6-166C19.20
8	98156398	98156951	1	ENSG00000270077	KB-1958F4.1
15	64945087	64945188	1	ENSG00000207223	Y_RNA
15	64963462	64963568	1	ENSG00000207162	RNU6-549P
8	30034070	30038404	-1	ENSG00000253708	RP11-51J9.4
15	91163239	91260372	-1	ENSG00000259736	RP11-387D10.2
8	98253970	98254432	-1	ENSG00000260640	KB-1000E4.2
15	64987240	64987793	1	ENSG00000265967	AC100830.4
X	94318140	94318225	-1	ENSG00000221187	MIR548M
9	112295110	112296612	-1	ENSG00000213539	YBX1P6
X	120100802	120101053	1	ENSG00000270736	RP6-166C19.19
8	98370493	98370702	1	ENSG00000207215	U3
X	94389278	94389371	1	ENSG00000212098	AL390966.1
15	64988821	64989060	1	ENSG00000264937	AC100830.5
8	98636431	98637307	-1	ENSG00000213750	KB-1683C8.1
15	91177957	91178265	1	ENSG00000259746	HSPE1P3
8	30054920	30055564	1	ENSG00000272375	RP11-51J9.6
X	94708368	94708580	1	ENSG00000271094	RP3-380C13.2
15	64993447	65011801	1	ENSG00000259635	AC100830.3
X	48156251	48165614	-1	ENSG00000204648	SSX9
8	98784541	98784653	1	ENSG00000202399	Y_RNA
X	120105662	120105913	1	ENSG00000270771	RP6-166C19.12
8	98786206	98786261	1	ENSG00000252910	RNU7-177P
8	9090523	9090959	1	ENSG00000254091	RP11-10A14.8
15	65054586	65054714	-1	ENSG00000221033	MIR1272
15	91203465	91208198	1	ENSG00000245479	RP11-387D10.3
21	44881974	44899414	-1	ENSG00000185186	LINC00313
8	98800438	98800585	-1	ENSG00000270682	KB-1907C4.2
15	65192180	65192438	-1	ENSG00000264929	RN7SL348P
8	30094898	30098513	1	ENSG00000248159	HSPA8P11
X	94754603	94755035	1	ENSG00000223467	CALM1P1
9	112522640	112534323	-1	ENSG00000232939	RP11-406O23.2
15	65318426	65319014	1	ENSG00000270218	RP11-325L12.5
HSCHR6_MHC_SSTO	31644674	31661153	-1	ENSG00000230475	ABHD16A
22	20434077	20434153	-1	ENSG00000271796	snoU13
15	91298473	91298542	-1	ENSG00000200677	SNORD18
22	20455222	20455364	1	ENSG00000252571	SCARNA17
15	65397872	65398138	1	ENSG00000259258	RP11-325L12.3
22	20455450	20455532	1	ENSG00000252024	SCARNA18
15	91382954	91384608	1	ENSG00000259704	CTD-3094K11.1
22	20455669	20455969	-1	ENSG00000199876	RN7SKP131
15	65522199	65522305	1	ENSG00000201709	RNU6-686P
15	91399167	91399437	-1	ENSG00000241869	RN7SL363P
15	65577799	65577929	-1	ENSG00000206903	SNORA24
X	120110522	120110773	1	ENSG00000270646	RP6-166C19.15
22	20473206	20475156	-1	ENSG00000236984	XXbac-B33L19.10
8	9106927	9271224	1	ENSG00000254235	RP11-115J16.1
15	65588389	65588504	1	ENSG00000199568	RNU5A-1
15	91463448	91464416	-1	ENSG00000259661	AC068831.15
X	48166204	48168490	1	ENSG00000234391	RP11-344N17.6
X	120115383	120115633	1	ENSG00000270456	RP6-166C19.14
13	24304328	24463558	-1	ENSG00000027001	MIPEP
15	65594260	65594649	1	ENSG00000259346	RP11-349G13.2
HG311_PATCH	118349897	118368687	1	ENSG00000262273	PNLIPRP1
22	20486312	20488882	-1	ENSG00000234757	CA15P2
8	30107018	30107608	-1	ENSG00000254316	CTD-2345M20.2
15	65597015	65597130	1	ENSG00000200156	RNU5B-1
15	91475816	91478360	-1	ENSG00000224441	AC068831.3
X	120120242	120120493	1	ENSG00000270251	RP6-166C19.13
9	112787161	112787638	-1	ENSG00000228053	RP11-151F5.2
22	20499890	20503484	-1	ENSG00000225894	PPP1R26P2
15	65750912	65751872	1	ENSG00000270690	RP11-349G13.3
21	44885189	44887178	1	ENSG00000223975	AP001048.4
22	24666866	24838324	1	ENSG00000258555	SPECC1L-ADORA2A
9	113131872	113131978	-1	ENSG00000206658	RNU6-1039P
8	30189477	30189793	-1	ENSG00000253346	CTD-3107M8.1
15	65767656	65767952	-1	ENSG00000259232	RP11-349G13.1
22	20610447	20616201	1	ENSG00000216522	AC011718.1
X	94837063	94837161	1	ENSG00000201567	RNA5SP510
9	113301970	113302078	-1	ENSG00000212254	RNU6-124P
21	44971110	44971481	1	ENSG00000214326	RPL31P1
15	91495469	91498455	-1	ENSG00000258384	AC068831.6
4	154265801	154336270	1	ENSG00000121211	MND1
X	120158818	120160417	-1	ENSG00000233433	RP1-296G17.3
15	65795079	65795174	1	ENSG00000252217	Y_RNA
X	94839302	94839941	1	ENSG00000215085	RP11-471G13.2
9	113361755	113367499	1	ENSG00000232896	RP11-410K21.2
15	64679947	64747502	1	ENSG00000103671	TRIP4
15	65845419	65845525	-1	ENSG00000207449	RNU6-19P
8	30207382	30207863	-1	ENSG00000254152	CTD-3107M8.2
