chrom	chromstart	chromend	name	ensembl_gene_id	external_gene_name
chr22	42535937	42535938	3558	ENSG00000232710	RP4-669P10.16
chr9	90359907	90359908	3559	ENSG00000222408	AL160279.1
chr20	60718495	60718496	3560	ENSG00000101182	PSMA7
chr15	59157205	59157206	3561	ENSG00000259738	ZNF444P1
chr15	59161858	59161859	3562	ENSG00000242747	RP11-30K9.1
chr9	90387368	90387369	3563	ENSG00000188029	CTSL3P
chr22	42551006	42551007	3564	ENSG00000226450	CYP2D8P
chr15	59182166	59182167	3565	ENSG00000225798	AC025918.2
chr9	90431380	90431381	3566	ENSG00000232743	XXyac-YM21GA2.1
chr15	59260006	59260007	3567	ENSG00000259393	RP11-313H3.1
chr9	102582170	102582171	3568	ENSG00000237461	RP11-554F20.1
chr15	59342583	59342584	3569	ENSG00000241640	RP11-59H7.1
chr9	90452139	90452140	3570	ENSG00000237743	XXyac-YM21GA2.6
chr15	25684127	25684128	3571	ENSG00000114062	UBE3A
chr22	42665759	42665760	3572	ENSG00000182057	Z83851.3
chr9	102668882	102668883	3573	ENSG00000255145	RP11-60I3.5
chr8	86132649	86132650	3574	ENSG00000176731	C8orf59
chr15	59413233	59413234	3575	ENSG00000259732	RP11-59H7.3
chr9	102692177	102692178	3576	ENSG00000254571	RP11-60I3.4
chr15	59443266	59443267	3577	ENSG00000221096	AC092757.1
chr9	102761350	102761351	3578	ENSG00000234709	UPF3AP3
chr15	59463460	59463461	3579	ENSG00000253030	MIR2116
chr22	42672361	42672362	3580	ENSG00000233903	Z83851.4
chr20	47895477	47895478	3581	ENSG00000209042	SNORD12C
chr20	47896856	47896857	3582	ENSG00000222365	SNORD12B
chr22	42674194	42674195	3583	ENSG00000273366	CTA-989H11.1
chr9	90459067	90459068	3584	ENSG00000234575	CTSLP8
chr21	30566392	30566393	3585	ENSG00000156273	BACH1
chr20	47897220	47897221	3586	ENSG00000212304	SNORD12
chr20	48203218	48203219	3587	ENSG00000265225	AL118525.1
chr20	56725960	56725961	3588	ENSG00000124237	C20orf85
chr20	48338486	48338487	3589	ENSG00000264946	RN7SL197P
chr22	42765241	42765242	3590	ENSG00000229891	Z83851.1
chr9	3526003	3526004	3591	ENSG00000080298	RFX3
chr20	48346378	48346379	3592	ENSG00000231878	SNRPFP1
chrX	45606529	45606530	3593	ENSG00000207725	MIR222
chr20	48411348	48411349	3594	ENSG00000252540	RNU6-919P
chrX	45624701	45624702	3595	ENSG00000269902	RP6-99M1.3
chr20	48444529	48444530	3596	ENSG00000252123	RNU7-72P
chr9	90468356	90468357	3597	ENSG00000233884	XXyac-YM21GA2.3
chr22	42834029	42834030	3598	ENSG00000230107	CTA-126B4.7
chr20	48445662	48445663	3599	ENSG00000237788	RP5-1041C10.3
chrX	45710919	45710920	3600	ENSG00000231566	RP5-1158E12.3
chr9	90474313	90474314	3601	ENSG00000214888	XXyac-YM21GA2.7
chr9	102864841	102864842	3602	ENSG00000239908	RN7SL75P
chr20	48537230	48537231	3603	ENSG00000199490	Y_RNA
chr15	59504986	59504987	3604	ENSG00000200070	RNU4-80P
chr9	90479081	90479082	3605	ENSG00000234460	XXyac-YM21GA2.4
chr9	102879932	102879933	3606	ENSG00000238172	RPS2P35
chr20	48556936	48556937	3607	ENSG00000239157	snoU13
chr15	59508845	59508846	3608	ENSG00000215983	AC092756.1
chrX	45752413	45752414	3609	ENSG00000212347	SNORD77
chr15	59563360	59563361	3610	ENSG00000259771	RP11-429D19.1
chr9	102883181	102883182	3611	ENSG00000270995	RP11-29B11.5
chrX	45772553	45772554	3612	ENSG00000215286	RP5-1158E12.2
chr20	48573282	48573283	3613	ENSG00000229222	KRT18P4
chr15	59633615	59633616	3614	ENSG00000199512	RNU6-212P
chr9	102937460	102937461	3615	ENSG00000231697	NANOGP5
chr15	59652087	59652088	3616	ENSG00000259735	RP11-356M20.3
chr20	48588643	48588644	3617	ENSG00000206710	RNU6-147P
chrX	45776474	45776475	3618	ENSG00000234613	RP5-1158E12.1
chr9	90529408	90529409	3619	ENSG00000230246	SPATA31C1
chr20	48658040	48658041	3620	ENSG00000231265	TRERNA1
chr15	59682407	59682408	3621	ENSG00000238767	snoU13
chrX	45811767	45811768	3622	ENSG00000224701	MED28P4
chr15	59694202	59694203	3623	ENSG00000259750	RP11-356M20.2
chrX	45842800	45842801	3624	ENSG00000213100	KRT18P68
chr22	42896585	42896586	3625	ENSG00000172250	SERHL
chr20	48782638	48782639	3626	ENSG00000237595	RP11-112L6.3
chr20	44540793	44540794	3627	ENSG00000100979	PLTP
chr15	59700352	59700353	3628	ENSG00000259674	RP11-356M20.1
chrX	45918962	45918963	3629	ENSG00000214009	PCNAP3
chr20	48782899	48782900	3630	ENSG00000234698	RP11-112L6.2
chr15	59701104	59701105	3631	ENSG00000200252	Y_RNA
chr15	41785591	41785592	3632	ENSG00000137825	ITPKA
chr9	90559937	90559938	3633	ENSG00000238110	RP11-350E12.5
chr20	48789087	48789088	3634	ENSG00000231742	RP11-112L6.4
chr9	90613249	90613250	3635	ENSG00000271923	U6
chr9	90631215	90631216	3636	ENSG00000217716	RPS10P3
chr9	90681830	90681831	3637	ENSG00000225385	RP11-350E12.4
chr15	85752428	85752429	3638	ENSG00000221266	AC044860.1
chr15	85753543	85753544	3639	ENSG00000242188	RN7SL428P
chr20	56803708	56803709	3640	ENSG00000124227	ANKRD60
chr20	48884023	48884024	3641	ENSG00000224397	RP11-290F20.3
chr9	90753360	90753361	3642	ENSG00000177910	SPATA31C2
chr9	103157934	103157935	3643	ENSG00000263475	AL353805.1
chr13	21477186	21477187	3644	ENSG00000132953	XPO4
chr9	103343660	103343661	3645	ENSG00000200966	RN7SKP87
chr21	41002198	41002199	3646	ENSG00000225330	AF064860.5
chr15	85783703	85783704	3647	ENSG00000188388	GOLGA6L3
chr9	103493522	103493523	3648	ENSG00000237999	RP11-394D2.1
chr15	59818079	59818080	3649	ENSG00000243780	RP11-112N19.1
chr22	42948278	42948279	3650	ENSG00000265106	Z93241.1
chr21	41099682	41099683	3651	ENSG00000231713	AF064860.7
chr15	59845291	59845292	3652	ENSG00000240238	RP11-112N19.2
chr20	48909257	48909258	3653	ENSG00000203999	RP11-290F20.1
chr15	59866420	59866421	3654	ENSG00000201704	RNA5SP396
chr9	90795588	90795589	3655	ENSG00000204429	RP11-1E11.1
chr21	41584357	41584358	3656	ENSG00000263973	MIR4760
chr20	48937878	48937879	3657	ENSG00000233077	RP11-290F20.2
chr9	90805116	90805117	3658	ENSG00000229288	RP11-1E11.2
chr18	19668021	19668022	3659	ENSG00000263588	RP11-595B24.2
chr9	90939369	90939370	3660	ENSG00000226327	RP11-350G13.1
chr20	49046019	49046020	3661	ENSG00000244376	RN7SL636P
chr20	49096304	49096305	3662	ENSG00000231715	COX6CP2
chrX	118739857	118739858	3663	ENSG00000186416	NKRF
chr9	90989184	90989185	3664	ENSG00000252299	U3
chr20	49174534	49174535	3665	ENSG00000239742	RN7SL672P
chr9	103674602	103674603	3666	ENSG00000230161	RP11-62L10.1
chr9	91026377	91026378	3667	ENSG00000227638	HNRNPA1P14
chr22	42978043	42978044	3668	ENSG00000182841	RRP7B
chr18	68179963	68179964	3669	ENSG00000239748	RN7SL795P
chr20	49179546	49179547	3670	ENSG00000201501	Y_RNA
chr9	103737950	103737951	3671	ENSG00000229541	GAPDHP26
chr20	3140841	3140842	3672	ENSG00000185019	UBOX5
chr18	68678725	68678726	3673	ENSG00000265781	RP11-384E22.1
chr20	49194577	49194578	3674	ENSG00000232043	RP4-530I15.9
chr21	41755010	41755011	3675	ENSG00000235123	DSCAM-AS1
chr9	91100239	91100240	3676	ENSG00000231804	RP11-317B17.3
chr15	85873564	85873565	3677	ENSG00000218052	ADAMTS7P4
chr9	103888202	103888203	3678	ENSG00000238143	RP11-70K10.2
chr20	49202323	49202324	3679	ENSG00000208018	MIR645
chr18	68696006	68696007	3680	ENSG00000265639	RP11-529J17.1
chr9	3469180	3469181	3681	ENSG00000203286	AL365202.1
chr9	91267074	91267075	3682	ENSG00000228189	RP13-60M5.2
chr9	104084759	104084760	3683	ENSG00000253041	SNORA31
chr20	49231321	49231322	3684	ENSG00000221091	MIR1302-5
chr18	68904337	68904338	3685	ENSG00000265484	RP11-47G4.2
chr9	104101628	104101629	3686	ENSG00000227411	BAATP1
chrX	48815647	48815648	3687	ENSG00000068308	OTUD5
chr9	91360819	91360820	3688	ENSG00000265873	MIR4289
chr20	49237300	49237301	3689	ENSG00000231302	RPL36P2
chr18	68892940	68892941	3690	ENSG00000263733	RP11-47G4.1
chr9	104119125	104119126	3691	ENSG00000236763	TRMT112P4
chr9	91586255	91586256	3692	ENSG00000225856	PCNPP2
chr20	49262008	49262009	3693	ENSG00000234693	RP4-530I15.6
chr18	69246191	69246192	3694	ENSG00000260676	RP11-510D19.1
chr8	141645717	141645718	3695	ENSG00000123908	AGO2
chr9	91586553	91586554	3696	ENSG00000228658	RP11-791O21.5
chr22	24204375	24204376	3697	ENSG00000251357	AP000350.10
chr20	49457285	49457286	3698	ENSG00000230043	TMSB4XP6
chr18	69255773	69255774	3699	ENSG00000264388	RP11-752P2.1
chr9	91625392	91625393	3700	ENSG00000231632	RP11-82L18.4
chr20	49477445	49477446	3701	ENSG00000265062	AL133228.1
chr18	69332384	69332385	3702	ENSG00000265946	RP11-752P2.2
chr20	49530268	49530269	3703	ENSG00000228663	PSMD10P1
chr22	42961335	42961336	3704	ENSG00000202058	RN7SKP80
chr9	91724848	91724849	3705	ENSG00000224945	RP11-82L18.2
chr15	85815758	85815759	3706	ENSG00000259317	RP11-561C5.7
chr22	42965255	42965256	3707	ENSG00000251913	RNU6-513P
chr8	145691059	145691060	3708	ENSG00000187954	CYHR1
chr18	69504275	69504276	3709	ENSG00000260457	RP11-723G8.1
chrX	71527036	71527037	3710	ENSG00000125931	CITED1
chr20	49547521	49547522	3711	ENSG00000259456	RP5-914P20.5
chr22	43011250	43011251	3712	ENSG00000270022	RNU12
chr18	69611812	69611813	3713	ENSG00000265995	RP11-736G13.1
chr15	85933114	85933115	3714	ENSG00000251891	RNU7-79P
chr9	91927140	91927141	3715	ENSG00000265112	MIR3153
chr22	24236191	24236192	3716	ENSG00000240972	MIF
chr20	49555183	49555184	3717	ENSG00000265582	AL034553.1
chr22	43158964	43158965	3718	ENSG00000200448	Y_RNA
chr15	85958459	85958460	3719	ENSG00000259630	CTD-2262B20.1
chr18	69599729	69599730	3720	ENSG00000271313	RP11-736G13.2
chr9	92064473	92064474	3721	ENSG00000231799	RP13-93L13.2
chr20	49615907	49615908	3722	ENSG00000232358	RP5-955M13.4
chr22	43173301	43173302	3723	ENSG00000234009	RPL5P34
chr18	19749404	19749405	3724	ENSG00000141448	GATA6
chr18	70285502	70285503	3725	ENSG00000264315	HNRNPA1P11
chr9	92087152	92087153	3726	ENSG00000225460	RP13-93L13.1
chr15	86123408	86123409	3727	ENSG00000259375	RP11-815J21.2
chr20	3140542	3140543	3728	ENSG00000215251	FASTKD5
chr9	104121214	104121215	3729	ENSG00000230328	RP11-35N6.6
chr20	49748203	49748204	3730	ENSG00000228820	RPSAP1
chr22	43180468	43180469	3731	ENSG00000229608	GOLGA2P4
chr18	70413195	70413196	3732	ENSG00000265579	RP11-713C5.1
chr9	92112853	92112854	3733	ENSG00000264913	AL590233.1
chr15	86214178	86214179	3734	ENSG00000259367	RP11-815J21.4
chr9	92316566	92316567	3735	ENSG00000237372	RP11-316P17.2
chr18	70419187	70419188	3736	ENSG00000252598	RNA5SP460
chr15	86170919	86170920	3737	ENSG00000259276	RP11-815J21.3
chr9	104138884	104138885	3738	ENSG00000234502	FYTTD1P1
chr22	43249804	43249805	3739	ENSG00000226989	AL049758.2
chr18	70520616	70520617	3740	ENSG00000263750	MIR548AV
chr20	49794042	49794043	3741	ENSG00000263592	AL035457.1
chr9	92501142	92501143	3742	ENSG00000226206	RP5-1050E16.2
chr20	49993857	49993858	3743	ENSG00000263645	AL079339.1
chr15	86194858	86194859	3744	ENSG00000202081	RNU6-1280P
chr22	43434591	43434592	3745	ENSG00000230319	AL022476.2
chr18	70535623	70535624	3746	ENSG00000263958	RP11-676J15.1
chr20	50069513	50069514	3747	ENSG00000266761	MIR3194
chr15	86244340	86244341	3748	ENSG00000259453	RP11-815J21.1
chr9	92504507	92504508	3749	ENSG00000236507	RP5-1050E16.1
chr22	24241116	24241117	3750	ENSG00000218537	AP000350.4
chr20	50351072	50351073	3751	ENSG00000215444	RP5-827A12.2
chr22	43488173	43488174	3752	ENSG00000234735	AL022237.3
chr15	86270457	86270458	3753	ENSG00000259544	RP11-158M2.2
chr9	92740564	92740565	3754	ENSG00000237626	RP11-406A20.1
chr22	43608680	43608681	3755	ENSG00000236272	Z82214.3
chr20	50479450	50479451	3756	ENSG00000227964	RP5-1112F19.2
chr18	70992176	70992177	3757	ENSG00000261780	CTD-2354A18.1
chr15	86293511	86293512	3758	ENSG00000259407	RP11-158M2.3
chr21	41885071	41885072	3759	ENSG00000207147	SNORA51
chr9	104212083	104212084	3760	ENSG00000270982	RP11-490D19.11
chr9	92803780	92803781	3761	ENSG00000227555	RP11-406A20.4
chr20	50518830	50518831	3762	ENSG00000252467	RNU6-347P
chr22	43628147	43628148	3763	ENSG00000234892	Z82214.2
chr21	41949429	41949430	3764	ENSG00000221396	AF064863.1
chr20	50521508	50521509	3765	ENSG00000252654	RNU7-6P
chr15	86296131	86296132	3766	ENSG00000259762	RP11-158M2.4
chr20	56884494	56884495	3767	ENSG00000124224	PPP4R1L
chr20	50557371	50557372	3768	ENSG00000263659	RN7SL603P
chr9	92785816	92785817	3769	ENSG00000263967	MIR4290
chr22	43671961	43671962	3770	ENSG00000203527	Z99756.1
chr18	71382724	71382725	3771	ENSG00000265380	RP11-126K15.1
chr20	50727587	50727588	3772	ENSG00000233347	ERP29P1
chr15	86299467	86299468	3773	ENSG00000259416	RP11-158M2.5
chr21	42002692	42002693	3774	ENSG00000233756	DSCAM-IT1
chr9	92844850	92844851	3775	ENSG00000234910	IL6RP1
chr22	43796337	43796338	3776	ENSG00000236117	RP4-754E20__A.5
chr18	71412170	71412171	3777	ENSG00000241866	RN7SL401P
chr20	50827184	50827185	3778	ENSG00000234948	RP4-723E3.1
chr15	86313808	86313809	3779	ENSG00000221634	MIR1276
chr9	92978321	92978322	3780	ENSG00000185074	OR7E31P
chr18	71701395	71701396	3781	ENSG00000263655	RP11-25L3.3
chr21	42235920	42235921	3782	ENSG00000230859	YRDCP3
chr15	86314221	86314222	3783	ENSG00000259195	RP11-158M2.6
chr9	92994467	92994468	3784	ENSG00000225072	OR7E116P
chr20	51072157	51072158	3785	ENSG00000225785	RP4-583K8.1
chr15	41806084	41806085	3786	ENSG00000062524	LTK
chr18	71907789	71907790	3787	ENSG00000260569	RP11-669I1.1
chr9	104230721	104230722	3788	ENSG00000225376	RP11-490D19.6
chr20	51117129	51117130	3789	ENSG00000232465	RP5-1022J11.2
chr9	93195786	93195787	3790	ENSG00000231107	RP11-389K14.3
chr22	43911997	43911998	3791	ENSG00000223843	EFCAB6-AS1
chr18	71894741	71894742	3792	ENSG00000243856	RN7SL551P
chr22	24303372	24303373	3793	ENSG00000133433	GSTT2B
chr20	51127791	51127792	3794	ENSG00000234821	MRPS33P4
chr18	72057531	72057532	3795	ENSG00000235297	FAUP1
chr22	44155789	44155790	3796	ENSG00000233157	RP3-388M5.8
chr20	3154191	3154192	3797	ENSG00000088899	LZTS3
chr22	44198424	44198425	3798	ENSG00000180150	HMGN2P9
chr9	93345025	93345026	3799	ENSG00000229613	RP11-555F9.2
chr20	51288456	51288457	3800	ENSG00000232294	RP4-715N11.2
chr18	19997877	19997878	3801	ENSG00000212710	CTAGE1
chr18	72076650	72076651	3802	ENSG00000259779	RP11-231E4.2
chr22	44208336	44208337	3803	ENSG00000261251	RP3-388M5.9
chr18	72229334	72229335	3804	ENSG00000264340	RP11-231E4.3
chr22	44300560	44300561	3805	ENSG00000266837	Z97055.1
chr9	93505661	93505662	3806	ENSG00000236316	OR7E109P
chr21	42520059	42520060	3807	ENSG00000226496	LINC00323
chrX	46148562	46148563	3808	ENSG00000229145	ACTBP1
chr22	44352907	44352908	3809	ENSG00000224856	RP4-796I17.5
chr20	51479393	51479394	3810	ENSG00000232286	RP11-80K6.2
chr18	72265743	72265744	3811	ENSG00000264247	LINC00909
chr22	44810693	44810694	3812	ENSG00000236079	RP1-32I10.11
chrX	46187079	46187080	3813	ENSG00000236751	RP1-30G7.2
chr9	93514511	93514512	3814	ENSG00000270432	OR7E108P
chr20	51506701	51506702	3815	ENSG00000230636	RPL36P1
chr22	44839207	44839208	3816	ENSG00000232655	CTA-397C4.2
chr9	4348391	4348392	3817	ENSG00000107249	GLIS3
chr20	51679156	51679157	3818	ENSG00000252629	AL050316.1
chr9	93727674	93727675	3819	ENSG00000228216	RP11-367F23.1
chr22	44879596	44879597	3820	ENSG00000228807	MRPS18CP6
chr13	21635685	21635686	3821	ENSG00000150457	LATS2
chrX	46279513	46279514	3822	ENSG00000231235	RP11-75A9.1
chr22	24309089	24309090	3823	ENSG00000099974	DDTL
chr20	51714191	51714192	3824	ENSG00000199218	RN7SKP184
chr18	73148911	73148912	3825	ENSG00000266774	RP11-321M21.1
chr9	93759336	93759337	3826	ENSG00000260454	RP11-367F23.2
chr20	51796088	51796089	3827	ENSG00000223492	RP11-15M15.1
chr22	44962845	44962846	3828	ENSG00000215333	KRT18P23
chrX	46300148	46300149	3829	ENSG00000235587	GAPDHP65
chr18	73424339	73424340	3830	ENSG00000261194	RP11-704C2.1
chr9	104264166	104264167	3831	ENSG00000233055	RP11-490D19.8
chr20	51825243	51825244	3832	ENSG00000227705	RP11-15M15.2
chr9	93869585	93869586	3833	ENSG00000230537	RP11-305L7.1
chr18	73580206	73580207	3834	ENSG00000266460	RP11-173L6.1
chrX	46316633	46316634	3835	ENSG00000224072	RP11-75A9.3
chr20	52103812	52103813	3836	ENSG00000271774	RP4-678D15.1
chr22	44965219	44965220	3837	ENSG00000187012	LINC00207
chr18	73727815	73727816	3838	ENSG00000264108	RP11-357H3.1
chr9	93881344	93881345	3839	ENSG00000229694	RP11-305L7.6
chr20	52029447	52029448	3840	ENSG00000231703	RP4-669H2.1
chrX	46377201	46377202	3841	ENSG00000199226	RNU6-50P
chr18	73834953	73834954	3842	ENSG00000263547	RP11-1O2.1
chr20	52037738	52037739	3843	ENSG00000224530	PPIAP10
chr8	10383056	10383057	3844	ENSG00000184647	PRSS55
chrX	46404928	46404929	3845	ENSG00000230844	ZNF674-AS1
chr22	45021298	45021299	3846	ENSG00000234300	LINC00229
chr9	93925368	93925369	3847	ENSG00000237422	RP11-305L7.3
chr18	73889692	73889693	3848	ENSG00000266743	RP11-94B19.6
chr20	52120852	52120853	3849	ENSG00000259723	RP5-823G15.5
chr20	3185330	3185331	3850	ENSG00000198171	DDRGK1
chr8	7618852	7618853	3851	ENSG00000235825	FAM90A9P
chr22	45047715	45047716	3852	ENSG00000231801	ANP32BP2
chr18	73921465	73921466	3853	ENSG00000264260	RP11-94B19.1
chr20	52161154	52161155	3854	ENSG00000206959	Y_RNA
chr9	104312052	104312053	3855	ENSG00000265068	AL591377.1
chr9	93921855	93921856	3856	ENSG00000235641	LINC00484
chr20	52169309	52169310	3857	ENSG00000197670	RP4-724E16.2
chrX	46422183	46422184	3858	ENSG00000270499	MKI67P1
chr18	73945341	73945342	3859	ENSG00000264595	RP11-94B19.5
chr22	45297427	45297428	3860	ENSG00000223730	RP1-127B20.4
chr18	73959680	73959681	3861	ENSG00000266014	RP11-94B19.2
chrX	46506764	46506765	3862	ENSG00000213997	PGAM1P7
chr20	52224893	52224894	3863	ENSG00000235415	AC005808.3
chr22	45399499	45399500	3864	ENSG00000230922	RP4-753M9.1
chr18	73967168	73967169	3865	ENSG00000265717	RP11-94B19.7
chr9	93932326	93932327	3866	ENSG00000230147	RP11-305L7.5
chr15	59867921	59867922	3867	ENSG00000200606	Y_RNA
chrX	46545141	46545142	3868	ENSG00000226048	YBX1P8
chr20	52285296	52285297	3869	ENSG00000238468	RNU7-14P
chr15	59964500	59964501	3870	ENSG00000227161	AC092755.4
chr18	73968846	73968847	3871	ENSG00000264212	RP11-94B19.3
chrX	83480835	83480836	3872	ENSG00000221494	MIR548I4
chr9	104556037	104556038	3873	ENSG00000230302	MTND3P4
chr22	24322659	24322660	3874	ENSG00000099977	DDT
chr22	45559661	45559662	3875	ENSG00000226328	CTA-217C2.1
chr20	52417856	52417857	3876	ENSG00000225563	AC006076.1
chr9	93972580	93972581	3877	ENSG00000273381	RP11-305L7.7
chrX	46585252	46585253	3878	ENSG00000215284	RP11-198M15.1
chr15	59968956	59968957	3879	ENSG00000259657	PIGHP1
chr18	74084672	74084673	3880	ENSG00000263982	RP11-504I13.3
chrX	83659031	83659032	3881	ENSG00000233484	RP11-74B21.1
chr9	94188520	94188521	3882	ENSG00000233081	RP11-440G5.2
chrX	46946905	46946906	3883	ENSG00000206685	RNU6-1189P
chr20	52492095	52492096	3884	ENSG00000241721	SUMO1P1
chr15	59980716	59980717	3885	ENSG00000259238	RP11-361D15.2
chr18	74203608	74203609	3886	ENSG00000265778	RP11-17M16.2
chr22	45551891	45551892	3887	ENSG00000273243	CTA-217C2.2
chrX	46992070	46992071	3888	ENSG00000201659	RNU12-2P
chr9	94373625	94373626	3889	ENSG00000228595	PAICSP2
chrX	83757460	83757461	3890	ENSG00000259640	RP6-33F8.1
chr22	45574871	45574872	3891	ENSG00000273353	CTA-268H5.12
chrX	47017597	47017598	3892	ENSG00000237351	CTD-2522E6.4
chr18	74327169	74327170	3893	ENSG00000266256	LINC00683
chr15	60060543	60060544	3894	ENSG00000234797	RPS3AP6
chr22	45596899	45596900	3895	ENSG00000221598	MIR1249
chr9	94398533	94398534	3896	ENSG00000266855	MIR3910-2
chrX	47064320	47064321	3897	ENSG00000224975	INE1
chr20	52556699	52556700	3898	ENSG00000236352	AC005220.3
chrX	84010144	84010145	3899	ENSG00000237211	SETP4
chr22	45659465	45659466	3900	ENSG00000273287	CTA-268H5.14
chr18	74350967	74350968	3901	ENSG00000266312	RP11-111H3.3
chr9	94768344	94768345	3902	ENSG00000227399	RP11-118F2.2
chr20	60718822	60718823	3903	ENSG00000184402	SS18L1
chrX	47133788	47133789	3904	ENSG00000237623	RP11-571E6.1
chr20	52685023	52685024	3905	ENSG00000265595	MIR4756
chr15	60165693	60165694	3906	ENSG00000259601	RP11-568G20.2
chr13	21714653	21714654	3907	ENSG00000150459	SAP18
chr22	45671480	45671481	3908	ENSG00000213752	CTA-268H5.9
chr4	72669757	72669758	3909	ENSG00000145321	GC
chr20	53476350	53476351	3910	ENSG00000252089	RNU4ATAC7P
chr8	7626499	7626500	3911	ENSG00000254597	FAM90A10P
chr22	45844623	45844624	3912	ENSG00000232363	RP1-102D24.5
chr18	74401986	74401987	3913	ENSG00000229055	AC034110.1
chr15	60257141	60257142	3914	ENSG00000259573	NMNAT1P5
chr22	46001500	46001501	3915	ENSG00000238120	CTA-941F9.9
chr20	53691155	53691156	3916	ENSG00000185834	RPL12P4
chr15	60346290	60346291	3917	ENSG00000259558	MESTP2
chr18	74416209	74416210	3918	ENSG00000265934	ARL2BPP1
chr22	46020511	46020512	3919	ENSG00000251985	RNU6-1161P
chr8	10569696	10569697	3920	ENSG00000183638	RP1L1
chr22	46156404	46156405	3921	ENSG00000264160	MIR4762
chr9	104818022	104818023	3922	ENSG00000230418	ARL2BPP7
chr15	60410518	60410519	3923	ENSG00000259223	RP11-82L7.4
chr20	54043734	54043735	3924	ENSG00000224008	RP5-1010E17.2
chr9	105018886	105018887	3925	ENSG00000238882	RNU6-329P
chr22	46189515	46189516	3926	ENSG00000235347	RP1-37M3.8
chr15	60682570	60682571	3927	ENSG00000240163	RP11-745A24.1
chr9	105057659	105057660	3928	ENSG00000222117	AL391867.1
chr18	74463261	74463262	3929	ENSG00000265836	AC139085.1
chrX	84189157	84189158	3930	ENSG00000229547	UBE2DNL
chr9	105277486	105277487	3931	ENSG00000235901	RP11-342F21.1
chr22	46283627	46283628	3932	ENSG00000235091	WI2-85898F10.1
chr15	60696662	60696663	3933	ENSG00000242667	RP11-745A24.2
chr18	74471821	74471822	3934	ENSG00000265626	AC139085.2
chr22	46372833	46372834	3935	ENSG00000265610	CR536603.1
chr20	54039549	54039550	3936	ENSG00000235166	RP5-1010E17.1
chr22	46409486	46409487	3937	ENSG00000273145	CITF22-92A6.1
chr18	74512729	74512730	3938	ENSG00000252097	RNU6-346P
chr18	74546843	74546844	3939	ENSG00000244229	RPL26P35
chrX	84228223	84228224	3940	ENSG00000230781	RP1-215K18.4
chr22	24322339	24322340	3941	ENSG00000099984	GSTT2
chr22	46440732	46440733	3942	ENSG00000231711	LINC00899
chr18	74600679	74600680	3943	ENSG00000265261	RP11-162A12.3
chr15	60771377	60771378	3944	ENSG00000245534	RP11-219B17.1
chr8	7653391	7653392	3945	ENSG00000254776	AC084121.17
chr8	7711112	7711113	3946	ENSG00000215977	AC130365.1
chr20	54780228	54780229	3947	ENSG00000222118	RNA5SP487
chr22	46448973	46448974	3948	ENSG00000273289	RP6-109B7.5
chr8	10530147	10530148	3949	ENSG00000171060	C8orf74
chr8	7750076	7750077	3950	ENSG00000254543	HSPD1P2
chr20	54842928	54842929	3951	ENSG00000235594	RP11-380D15.2
chr18	74686646	74686647	3952	ENSG00000266844	RP11-862L9.3
chrX	84465712	84465713	3953	ENSG00000235461	RP5-928E24.2
chr22	46449585	46449586	3954	ENSG00000241990	RP6-109B7.3
chr20	54874215	54874216	3955	ENSG00000230843	RP11-380D15.3
chr21	31312350	31312351	3956	ENSG00000171189	GRIK1
chr15	60822172	60822173	3957	ENSG00000259274	CTD-2501E16.2
chr20	55034638	55034639	3958	ENSG00000228601	RPL39P
chr8	7796291	7796292	3959	ENSG00000229907	DEFB108P1
chr9	105281918	105281919	3960	ENSG00000204250	LINC00587
chr15	60850279	60850280	3961	ENSG00000259513	CYCSP38
chr20	55035412	55035413	3962	ENSG00000212084	AL121914.1
chr9	105374436	105374437	3963	ENSG00000232242	ZYG11AP1
chrX	84499101	84499102	3964	ENSG00000264517	AC003001.1
chr20	55050699	55050700	3965	ENSG00000238294	snoU13
chr15	60973768	60973769	3966	ENSG00000259482	RP11-219B17.2
chr22	46454039	46454040	3967	ENSG00000231010	RP6-109B7.2
chr20	55097413	55097414	3968	ENSG00000179467	AL109806.1
chr8	7812536	7812537	3969	ENSG00000225725	FAM66E
chr20	3189514	3189515	3970	ENSG00000125877	ITPA
chr15	61028968	61028969	3971	ENSG00000212625	RNA5SP397
chr20	55152619	55152620	3972	ENSG00000225657	RP5-843L14.1
chr22	46465770	46465771	3973	ENSG00000235159	RP6-109B7.4
chr15	61056105	61056106	3974	ENSG00000259591	RP11-554D20.1
chr22	46486924	46486925	3975	ENSG00000266533	MIR3619
chrX	85105143	85105144	3976	ENSG00000223707	RP1-93L7.3
chr22	46508629	46508630	3977	ENSG00000198986	MIRLET7A3
chr20	55176757	55176758	3978	ENSG00000214541	RPS4XP3
chr15	61473448	61473449	3979	ENSG00000259481	RP11-39M21.1
chrX	85158711	85158712	3980	ENSG00000199051	MIR361
chr22	46509446	46509447	3981	ENSG00000264147	MIR4763
chr20	55182733	55182734	3982	ENSG00000252536	U3
chr9	128024073	128024074	3983	ENSG00000165219	GAPVD1
chrX	85274612	85274613	3984	ENSG00000199567	Y_RNA
chr15	61504112	61504113	3985	ENSG00000259575	RP11-39M21.2
chr20	55242486	55242487	3986	ENSG00000252091	RNU6-1146P
chr18	47087069	47087070	3987	ENSG00000101670	LIPG
chr22	46509566	46509567	3988	ENSG00000207875	MIRLET7B
chr20	55263457	55263458	3989	ENSG00000241821	RN7SL170P
